id;number;repo_full_name;state;merged;closed_without_merge;ci_runs;ci_any_failure;ci_any_success;pr_url;T1_ci_test_failure;T2_logic_bug;T3_syntax_compile;T4_missing_tests;T5_style_conventions;T6_build_ci_config;P1_low_priority;P2_duplicate_alt_solution;P3_abandoned_no_response;P4_unknown;primary_failure_mode;notes
3172566371;330;aztfmod/terraform-provider-azurecaf;closed;FALSE;TRUE;5;TRUE;TRUE;https://github.com/aztfmod/terraform-provider-azurecaf/pull/330;0;0;0;0;0;0;0;0;0;1;P4_unknown;All CI checks (SonarCloud, Go, CodeQL, etc.) passed and the PR adds import functionality plus refactoring for code quality. Reviewer asked to further address SonarQube issues, and the maintainer closed the PR with unmerged commits without explaining the final reason, so the failure cause is unclear.
3092355883;2476;Skyvern-AI/skyvern;closed;FALSE;TRUE;3;FALSE;TRUE;https://github.com/Skyvern-AI/skyvern/pull/2476;0;0;0;0;0;0;0;0;1;0;P3_abandoned_no_response;"Reviewer (ellipsis-dev bot) requested a configuration change (adding max_completion_tokens=8192 for BEDROCK Claude 4 models). Author never updated the PR; it was closed with unmerged commits despite all checks passing and no CI/test failures."
3147340923;10677;web-infra-dev/rspack;closed;FALSE;TRUE;6;TRUE;TRUE;https://github.com/web-infra-dev/rspack/pull/10677;0;0;0;0;0;0;0;0;0;1;P4_unknown;"Large refactor replacing std HashMap/HashSet with FxHasher across Rspack; all checks & CodSpeed performance OK, but PR closed without merge and no explicit reason."
3245965450;1463;marin-community/marin;open;FALSE;FALSE;4;TRUE;TRUE;https://github.com/marin-community/marin/pull/1463;0;0;0;0;0;0;0;1;0;0;P2_duplicate_alt_solution;"Closed as obviated. Codex PR adds PlacementGroupCleanupActor to clean unused placement groups; CI checks pass. Local pytest command in description fails with ModuleNotFoundError: No module named 'bs4', but PR was closed without merging because the change was made obsolete by other work."
3179591837;349;PriorLabs/TabPFN;closed;FALSE;TRUE;1;FALSE;TRUE;https://github.com/PriorLabs/TabPFN/pull/349;0;0;0;0;0;0;0;0;0;0;P4_unknown;Adds example + tests + README docs for saving/loading TabPFN models. pre-commit and pytest succeed, all checks green. PR was closed with unmerged commits and no explanation, so closure reason is unknown.
3267556588;2852;ublue-os/bluefin;closed;FALSE;TRUE;1;FALSE;TRUE;https://github.com/ublue-os/bluefin/pull/2852;1;1;0;0;0;0;0;0;0;0;T1_ci_test_failure;"GitHub Actions test for vector index operations fails (assertion error). PR closed with unmerged commits; no additional reason given"
3098932887;69;567-labs/kura;closed;FALSE;TRUE;1;FALSE;TRUE;https://github.com/567-labs/kura/pull/69;0;0;0;0;0;0;0;0;1;0;P3_abandoned_no_response;"All checks (Cloudflare Workers & Pages, Ruff) passed; docs+lint PR from devin-ai-integration bot was auto-closed after >7 days of inactivity, no maintainer review or explicit rejection."
3155243298;42;mhetrick/hetrickcv;closed;TRUE;FALSE;2;TRUE;FALSE;https://github.com/mhetrick/hetrickcv/pull/42;0;1;0;0;0;0;0;0;0;0;T2_logic_bug;"Fixes initialization loop in HCVShiftRegister; single header file change. Several VCV Rack Plugin CI jobs failed (missing Rack-SDK/plugin.mk), but PR was merged"
3119498735;57;joewandy/hlda;closed;TRUE;FALSE;1;TRUE;FALSE;https://github.com/joewandy/hlda/pull/57;0;0;0;0;0;1;0;0;0;0;T6_build_ci_config;"Python Package using Poetry / build-linux check failed; logs expired, but PR was merged."
3117937316;866;go-vikunja/vikunja;closed;FALSE;TRUE;1;TRUE;FALSE;https://github.com/go-vikunja/vikunja/pull/866;0;0;0;0;0;1;0;0;0;0;T6_build_ci_config;"go test ./... and several CI Test jobs (api-build, api-lint, test-api sqlite) fail due to external HTTP 403 from proxy.golang.org; CI env / network misconfig; PR closed unmerged, reason not explicitly stated"
3128551157;40;phellipeandrade/rbac;closed;FALSE;TRUE;0;FALSE;FALSE;https://github.com/phellipeandrade/rbac/pull/40;0;0;0;0;0;0;0;0;1;0;P3_abandoned_no_response;"Closed unmerged by author with no maintainer review; only local npm tests mentioned; refactor + benchmarks, looks abandoned rather than blocked by CI or code issues."
3114736501;7860;temporalio/temporal;closed;FALSE;TRUE;6;TRUE;TRUE;https://github.com/temporalio/temporal/pull/7860;1;0;0;0;0;0;0;0;0;1;T1_ci_test_failure;"Several CI checks (linters + tests + feature integration) failed; PR was closed without being merged and no clear textual reason was given."
3233527581;853;gensx-inc/gensx;closed;FALSE;TRUE;6;TRUE;TRUE;https://github.com/gensx-inc/gensx/pull/853;1;0;0;0;0;0;0;0;0;0;T1_ci_test_failure;PR closed and unmerged with no concrete reason provided.
3135414550;312;yegor256/micromap;open;FALSE;FALSE;20;TRUE;TRUE;https://github.com/yegor256/micromap/pull/312;1;0;0;0;0;0;0;0;0;0;T1_ci_test_failure;"Mutation-testing workflow added; 'mutation-testing / mutants' CI job keeps failing (earlier also markdown-lint); PR is still draft with failing mutation-testing check"
3228988766;320;nbonamy/witsy;closed;FALSE;TRUE;0;FALSE;FALSE;https://github.com/nbonamy/witsy/pull/320;0;0;0;0;0;0;0;0;0;1;P4_unknown;PR was closed with no reason given 
3138810266;157;gluesql/glues;open;FALSE;FALSE;1;TRUE;FALSE;https://github.com/gluesql/glues/pull/157;1;0;0;0;1;0;0;0;0;0;T1_ci_test_failure;"mutation-testing CI job (""mutation-testing / mutants"") keeps failing; earlier commits also had markdown-lint failures. Other build/test jobs pass and PR is still a draft/WIP."
